Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Chery,Tiggo 3,34000,2024,Benzine,Automatic,1600,SUV,"EGP 770,000"
Audi,A3,229000,2010,Benzine,Automatic,1400,Hatchback,"EGP 740,000"
Chevrolet,Aveo,167500,2013,Benzine,Automatic,1500,Sedan,"EGP 360,000"
Hyundai,Ioniq,130000,2017,Electric,Automatic,,Hatchback,"EGP 950,000"
Land Rover,Defender,4600,2024,Benzine,Automatic,3000,4X4,"EGP 12,950,000"
Speranza,A516,200000,2009,Natural Gas,Automatic,2000,Sedan,"EGP 230,000"
Renault,Megane,82000,2023,Benzine,Automatic,1600,Sedan,"EGP 810,000"
Opel,Corsa,30000,2022,Benzine,Automatic,,Hatchback,"EGP 850,000"
Jeep,Wrangler,180000,2010,Benzine,Automatic,3800,4X4,"EGP 900,000"
Seat,Ibiza,30000,2019,Benzine,Automatic,,Hatchback,"EGP 850,000"
Land Rover,Range Rover Sport,140000,2021,Benzine,Automatic,2000,SUV,"EGP 3,900,000"
Mercedes-Benz,C180,23000,2022,Benzine,Automatic,1500,Sedan,"EGP 2,950,000"
Peugeot,406,257000,1997,Benzine,Manual,,,"EGP 165,000"
BMW,318,272000,1999,Benzine,Automatic,1800,Sedan,"EGP 420,000"
Renault,Clio,129000,2002,Benzine,Manual,1200,Sedan,"EGP 220,000"
Mercedes-Benz,SEL 280,250000,1983,Benzine,Automatic,2800,Sedan,"EGP 190,000"
Hyundai,I10,142000,2010,Benzine,Manual,1100,Hatchback,"EGP 310,000"
Daewoo,Lanos,300000,1999,Benzine,Automatic,1300,Sedan,"EGP 280,000"
Hyundai,Getz,143000,2011,Benzine,Automatic,1600,Hatchback,"EGP 450,000"
Chevrolet,Lanos,225000,2011,Benzine,Manual,,,"EGP 220,000"
Seat,Ibiza,250000,2014,Benzine,Automatic,1600,Hatchback,"EGP 550,000"
MG,RX5,60000,2021,Benzine,Automatic,,SUV,"EGP 890,000"
Skoda,Superb,2000,2026,Benzine,Automatic,2000,Sedan,"EGP 2,400,000"
Hyundai,Bayon,24000,2022,Benzine,Automatic,,Hatchback,"EGP 920,000"
Kia,Pegas,73000,2020,Benzine,Automatic,,Sedan,"EGP 550,000"
Geely,Emgrand 7,220000,2015,Natural Gas,Manual,1600,Sedan,"EGP 320,000"
Mercedes-Benz,C180,140000,2013,Benzine,Automatic,1600,Sedan,"EGP 1,550,000"
Ford,Escort,1,1998,Benzine,Manual,1300,Sedan,"EGP 130,000"
Renault,Megane,300000,2008,Benzine,Manual,1600,Sedan,"EGP 310,000"
Changan,V7,200000,2017,Benzine,Automatic,1600,Sedan,"EGP 400,000"
BMW,X2,6800,2024,Benzine,Automatic,1500,SUV,"EGP 2,825,000"
Porsche,Macan Electric,3500,2025,Electric,Automatic,,SUV,"EGP 4,900,000"
Peugeot,2008,137000,2020,Benzine,Automatic,1600,SUV,"EGP 720,000"
Suzuki,Celerio,205000,2010,Benzine,Manual,,,"EGP 255,000"
Mercedes-Benz,CLA 200,130000,2020,Benzine,Automatic,1500,Sports / Coupe,"EGP 2,250,000"
Volkswagen,Golf,230000,2014,Benzine,Automatic,,Hatchback,"EGP 850,000"
Fiat,Dogan,42200,1998,Benzine,Manual,1400,Sedan,"EGP 110,000"
Mercedes-Benz,GLC 300,26000,2024,Benzine,Automatic,2000,SUV,"EGP 4,800,000"
Mercedes-Benz,E180,130000,2016,Benzine,Automatic,,Sedan,"EGP 2,000,000"
BMW,X6,33000,2024,Benzine,Automatic,4400,SUV,"EGP 7,000,000"
Nissan,Sunny,224000,2008,Diesel,Manual,1600,Sedan,"EGP 375,000"
Hyundai,Accent,177000,1988,Benzine,Manual,1500,Sedan,"EGP 195,000"
Mercedes-Benz,C300,80000,2020,Benzine,Automatic,2000,Sports / Coupe,"EGP 2,550,000"
Audi,A4,190000,2005,Benzine,Manual,1600,Sedan,"EGP 620,000"
Hyundai,Elantra,114000,2019,Benzine,Automatic,1600,Sedan,"EGP 810,000"
Seat,Toledo,95000,2019,Benzine,Automatic,1600,Sedan,"EGP 900,000"
Geely,Emgrand 7,219,2014,Benzine,Manual,1500,Sedan,"EGP 260,000"
Saipa,Pride Sedan,130000,2014,Benzine,Manual,1300,Sedan,"EGP 220,000"
Other make,Other,19000,2021,Benzine,Automatic,,,"EGP 40,000"
Daewoo,Juliet,105179,2001,Benzine,Manual,,,"EGP 240,000"
Renault,Logan,304000,2010,Benzine,Manual,1500,Sedan,"EGP 210,000"
BMW,520,154000,2019,Benzine,Automatic,,Sedan,"EGP 1,850,000"
Fiat,Petra,530000,2004,Benzine,Manual,1600,Sedan,"EGP 150,000"
Hyundai,Tucson,85000,2022,Benzine,Automatic,,SUV,"EGP 1,550,000"
Mercedes-Benz,GLC 200,54500,2021,Benzine,Automatic,,Sports / Coupe,"EGP 3,400,000"
Hyundai,I10,30000,2010,Natural Gas,Manual,1300,Hatchback,"EGP 350,000"
Renault,Kadjar,160000,2018,Benzine,Automatic,,Hatchback,"EGP 725,000"
Opel,Astra,170000,2008,Benzine,Automatic,,Hatchback,"EGP 380,000"
Chevrolet,Optra,128000,2017,Benzine,Automatic,1600,Sedan,"EGP 575,000"
Hyundai,Excel,200000,1997,Benzine,Manual,,,"EGP 155,000"
Opel,Astra,70000,2017,Benzine,Automatic,1600,Sedan,"EGP 620,000"
BMW,X1,19000,2025,Benzine,Automatic,1500,SUV,"EGP 2,900,000"
Suzuki,Alto,35000,2017,Benzine,Manual,800,Hatchback,"EGP 335,000"
Kia,Spectra,250000,2005,Benzine,Manual,1600,Sedan,"EGP 255,000"
Suzuki,Maruti,59000,2013,Benzine,Manual,,Hatchback,"EGP 175,000"
Seat,Leon,40000,2020,Benzine,Automatic,1600,Hatchback,"EGP 1,100,000"
Hyundai,Elantra,17000,2025,Benzine,Automatic,1600,Sedan,"EGP 870,000"
Skoda,Octavia,240000,1999,Benzine,Manual,1600,Sedan,"EGP 330,000"
Chevrolet,Lanos,143000,2016,Benzine,Manual,1500,Sedan,"EGP 330,000"
Mercedes-Benz,A150,240000,2005,Benzine,Automatic,1500,Hatchback,"EGP 430,000"
Fiat,128,500000,1986,Benzine,Manual,1100,Sedan,"EGP 48,000"
Nissan,Qashqai,94000,2021,Benzine,Automatic,1200,Estate,"EGP 1,000,000"
BMW,318,177000,2017,Benzine,Automatic,,Sedan,"EGP 1,100,000"
Toyota,Fortuner,120000,2023,Benzine,Automatic,2700,4X4,"EGP 2,450,000"
Daewoo,Lanos,146000,2008,Benzine,Manual,1500,Sedan,"EGP 290,000"
Kia,Cerato Coupe,140000,2011,Benzine,Automatic,1600,Sedan,"EGP 650,000"
Jeep,Grand Cherokee,500,2025,Benzine,Automatic,3600,4X4,"EGP 5,000,000"
Fiat,1100,1987,1987,Benzine,Manual,,,"EGP 30,000"
Citroen,AX,300000,1996,Benzine,Manual,,Hatchback,"EGP 90,000"
BYD,F3,200000,2017,Diesel,Manual,1600,Sports / Coupe,"EGP 330,000"
Chevrolet,Optra,175000,2019,Benzine,Automatic,1500,Sedan,"EGP 520,000"
Fiat,128,350000,1977,Benzine,Manual,1300,Sedan,"EGP 45,000"
Mitsubishi,Eclipse,109000,2019,Benzine,Automatic,,SUV,"EGP 1,050,000"
Chevrolet,Spark,90000,2008,Benzine,Manual,,,"EGP 190,000"
BMW,X5,72000,2021,Benzine,Automatic,4400,SUV,"EGP 4,500,000"
Chevrolet,Lanos,151000,2012,Benzine,Manual,1500,Sedan,"EGP 310,000"
BMW,X1,30000,2025,Benzine,Automatic,1500,SUV,"EGP 2,600,000"
Hyundai,Tucson,80000,2020,Benzine,Automatic,1600,4X4,"EGP 1,180,000"
Land Rover,Velar,8000,2024,Benzine,Automatic,2000,SUV,"EGP 5,150,000"
Chery,Tiggo 3,40000,2024,Benzine,Automatic,,Sedan,"EGP 725,000"
Fiat,Regata,45000,1985,Benzine,Manual,1300,Sedan,"EGP 53,000"
Mercedes-Benz,C200,210000,2009,Benzine,Automatic,1800,Sedan,"EGP 1,050,000"
Lada,Granta,299000,2016,Benzine,Manual,1500,Sedan,"EGP 250,000"
Chevrolet,Optra,235000,2009,Benzine,Automatic,,Estate,"EGP 365,000"
Nissan,Sunny,24000,2023,Benzine,Automatic,1500,Sedan,"EGP 655,000"
Renault,Megane,90000,2022,Benzine,Automatic,1600,Sedan,"EGP 790,000"
Mercedes-Benz,E180,62000,2018,Benzine,Automatic,1600,Sedan,"EGP 2,700,000"
Mercedes-Benz,C180,86000,2019,Benzine,Automatic,1600,Sedan,"EGP 2,200,000"
Mercedes-Benz,E200,80000,2018,Benzine,Automatic,,Sedan,"EGP 2,850,000"
Chevrolet,Optra,267000,2008,Benzine,Manual,1600,Sedan,"EGP 320,000"
Renault,Logan,62100,2022,Benzine,Automatic,1600,Sedan,"EGP 528,000"
BYD,F3,4500,2025,Benzine,Manual,1500,Sedan,"EGP 580,000"
Chevrolet,Aveo,50000,2019,Benzine,Automatic,1600,Sedan,"EGP 475,000"
Land Rover,Range Rover Sport,35000,2020,Benzine,Automatic,,4X4,"EGP 4,800,000"
Land Rover,Evoque,9865,2023,Benzine,Automatic,2000,4X4,"EGP 3,650,000"
Kia,Cerato,135000,2019,Benzine,Automatic,1600,Sedan,"EGP 850,000"
Hyundai,Verna,260000,2009,Benzine,Manual,1600,Sedan,"EGP 290,000"
Kia,Cerato,140000,2011,Benzine,Automatic,1600,Sedan,"EGP 620,000"
Mercedes-Benz,C180,263000,2014,Benzine,Automatic,1600,Sedan,"EGP 1,300,000"
Hyundai,Accent,180000,2000,Benzine,Manual,1500,Sedan,"EGP 165,000"
Renault,Kadjar,61000,2019,Benzine,Automatic,,SUV,"EGP 890,000"
Mercedes-Benz,CLA 200,70000,2022,Benzine,Automatic,,Sedan,"EGP 2,200,000"
Changan,Benni mini,31000,2017,Natural Gas,Automatic,1000,Hatchback,"EGP 400,000"
Citroen,C4 Grand Picasso,190000,2016,Benzine,Automatic,1600,Hatchback,"EGP 620,000"
BMW,X3,110000,2019,Benzine,Automatic,2000,SUV,"EGP 2,100,000"
Porsche,Cayenne,75000,2021,Benzine,Automatic,3000,SUV,"EGP 5,700,000"
Daewoo,Nubira,100000,2002,Benzine,Manual,111,Sedan,"EGP 240,000"
Speranza,A113,163000,2010,Benzine,Manual,,Hatchback,"EGP 205,000"
Daewoo,Nubira,300000,1999,Benzine,Manual,1599,Sedan,"EGP 160,000"
Renault,Megane,85000,2020,Benzine,Automatic,1500,Sedan,"EGP 850,000"
Daewoo,Lanos,200000,2025,Hybrid,Manual,1600,Sedan,"EGP 280,000"
Hyundai,Atos,155000,2010,Benzine,Manual,,Hatchback,"EGP 280,000"
Kia,Sportage,260000,2013,Benzine,Automatic,1600,SUV,"EGP 980,000"
Fiat,128,200099,1976,Benzine,Manual,1100,Sedan,"EGP 65,000"
Speranza,A620,265574,2007,Benzine,Automatic,2000,Sedan,"EGP 250,000"
Opel,Vectra,160000,2007,Benzine,Automatic,2200,Sedan,"EGP 430,000"
Opel,Astra,200000,2016,Benzine,Automatic,,Sedan,"EGP 579,000"
Chery,Tiggo 4,7500,2026,Benzine,Automatic,1500,SUV,"EGP 930,000"
Mercedes-Benz,C180,160000,2019,Benzine,Automatic,,Sedan,"EGP 1,785,000"
Lada,Granta,52000,2016,Benzine,Manual,1600,Sedan,"EGP 300,000"
Mercedes-Benz,C280,130000,2009,Benzine,Automatic,3000,Sedan,"EGP 1,300,000"
Renault,Logan,177000,2015,Benzine,Manual,1600,Sedan,"EGP 335,000"
Volkswagen,Passat,127000,2019,Benzine,Automatic,1400,Sedan,"EGP 1,100,000"
Speranza,A516,200000,2007,Benzine,Manual,,,"EGP 190,000"
Kia,Picanto,130000,2006,Benzine,Manual,1100,Hatchback,"EGP 300,000"
Suzuki,Van,55000,2009,Benzine,Manual,,Van / Bus,"EGP 2,000,005"
Fiat,128,100000,1982,Benzine,Manual,,,"EGP 45,000"
Daewoo,Lanos,470000,2007,Benzine,Manual,1500,Sedan,"EGP 300,000"
Suzuki,Alto,30000,2018,Benzine,Manual,800,Hatchback,"EGP 350,000"
Chevrolet,Optra,105000,2008,Benzine,Automatic,1599,Sedan,"EGP 450,000"
Volkswagen,ID6,30000,2022,Electric,Automatic,,SUV,"EGP 1,590,000"
BMW,X1,168000,2012,Benzine,Automatic,3000,SUV,"EGP 925,000"
Hyundai,Verna,139000,2011,Benzine,Manual,,,"EGP 300,000"
Volkswagen,Pointer,340000,2005,Benzine,Manual,,,"EGP 170,000"
Mercedes-Benz,A180,70000,2019,Benzine,Automatic,1600,Sedan,"EGP 2,650,000"
Daewoo,Nubira,320000,2009,Benzine,Manual,1600,Sedan,"EGP 245,000"
Hyundai,Matrix,300000,2010,Benzine,Automatic,1600,Hatchback,"EGP 459,000"
BYD,F3,1,2011,Natural Gas,Manual,1600,Sedan,"EGP 210,000"
Chevrolet,Aveo,520000,2007,Benzine,Manual,1400,Sedan,"EGP 290,000"
Kia,Picanto,140000,2015,Benzine,Automatic,1300,Hatchback,"EGP 550,000"
Suzuki,Maruti,120000,2008,Benzine,Manual,800,Hatchback,"EGP 140,000"
Audi,Q3,10000,2025,Benzine,Automatic,1400,SUV,"EGP 2,650,000"
Volkswagen,Polo,205000,1999,Benzine,Manual,1400,Hatchback,"EGP 220,000"
Daewoo,Lanos,280000,2008,Benzine,Manual,1500,Sedan,"EGP 260,000"
Hyundai,Verna,200000,2013,Diesel,Manual,1600,Sedan,"EGP 315,000"
Seat,Leon,167000,2016,Benzine,Automatic,1600,Other,"EGP 790,000"
Mercedes-Benz,C180,185000,2018,Benzine,Automatic,1600,Sedan,"EGP 1,890,000"
Renault,11,170000,2011,Benzine,Automatic,1600,Hatchback,"EGP 300,000"
Jeep,Cherokee,175000,2008,Benzine,Automatic,,4X4,"EGP 680,000"
Opel,Vectra,100000,1996,Benzine,Automatic,2200,Sedan,"EGP 360,000"
Kia,Sportage,247777,2016,Benzine,Automatic,1600,Hatchback,"EGP 1,150,000"
Mercedes-Benz,C180,200000,2018,Benzine,Automatic,,Sedan,"EGP 1,850,000"
Volkswagen,Tiguan,10000,2024,Benzine,Automatic,1400,SUV,"EGP 2,150,000"
Mercedes-Benz,E200,60000,2022,Benzine,Automatic,2000,Sedan,"EGP 3,950,000"
Chevrolet,Lanos,167000,2012,Benzine,Manual,,,"EGP 280,000"
Hyundai,Accent,370000,1998,Benzine,Manual,,,"EGP 205,000"
Geely,Emgrand 7,24000,2014,Benzine,Manual,1600,Sedan,"EGP 250,000"
Mazda,323,100000,1982,Benzine,Manual,1300,Sedan,"EGP 50,000"
Subaru,XV,215000,2014,Benzine,Automatic,1600,Hatchback,"EGP 700,000"
Mercedes-Benz,GLE-Class,30000,2022,Benzine,Automatic,3000,Sedan,"EGP 9,800,000"
Chevrolet,Cruze,215000,2011,Benzine,Automatic,1600,Sedan,"EGP 380,000"
Peugeot,307,130,2005,Benzine,Automatic,1600,Hatchback,"EGP 320,000"
Geely,Emgrand 7,240,2014,Benzine,Manual,,Hatchback,"EGP 245,000"
Mercedes-Benz,E200,200000,1981,Benzine,Automatic,2000,Sedan,"EGP 210,000"
Daewoo,Nubira,230000,2001,Benzine,Automatic,1600,Sedan,"EGP 230,000"
Daewoo,Lanos,233000,1999,Benzine,Manual,1500,Sedan,"EGP 270,000"
Mercedes-Benz,CLA 200,46000,2021,Benzine,Automatic,1300,Sedan,"EGP 2,000,000"
Seat,Ibiza,93000,1998,Benzine,Manual,1400,Hatchback,"EGP 170,000"
Fiat,Polonez,8555,1990,Benzine,Manual,1500,Hatchback,"EGP 70,000"
MG,MG 5,30000,2024,Benzine,Automatic,,Sedan,"EGP 850,000"
MG,MG 5,85000,2021,Benzine,Automatic,1500,Sedan,"EGP 715,000"
MG,MG 5,93500,2021,Benzine,Automatic,1600,Sedan,"EGP 670,000"
Mazda,RX,104000,2004,Benzine,Automatic,1300,Sedan,"EGP 900,000"
Mercedes-Benz,C180,69000,2019,Benzine,Automatic,1600,Sedan,"EGP 2,400,000"
Geely,Emgrand 7,215000,2014,Benzine,Manual,1500,Sedan,"EGP 280,000"
Toyota,Corolla,107000,2022,Benzine,Automatic,,Sedan,"EGP 1,030,000"
Lada,2107,120000,2010,Benzine,Manual,1600,Sedan,"EGP 100,000"
Skoda,Felecia,250000,1996,Benzine,Manual,1300,Hatchback,"EGP 125,000"
Ford,Focus,330000,2006,Benzine,Automatic,1600,Sedan,"EGP 390,000"
Mercedes-Benz,CLA 180,98000,2020,Benzine,Automatic,,Sports / Coupe,"EGP 1,660,000"
Opel,Corsa,38500,2022,Benzine,Automatic,1300,Hatchback,"EGP 800,000"
BYD,F3,324675,2013,Natural Gas,Manual,1600,Sedan,"EGP 260,000"
BYD,F3,300000,2019,Benzine,Manual,1500,Sedan,"EGP 385,000"
BMW,M850,32000,2020,Benzine,Automatic,,Sports / Coupe,"EGP 5,800,000"
MG,MG 5,3000,2025,Benzine,Automatic,1500,Sedan,"EGP 850,000"
Suzuki,Swift,7300,2025,Benzine,Automatic,1200,Hatchback,"EGP 790,000"
Kia,Sportage,27000,2023,Benzine,Automatic,1600,SUV,"EGP 1,820,000"
BMW,530,130000,2018,Benzine,Automatic,2000,Sedan,"EGP 2,150,000"
Daewoo,Nubira,245000,2008,Benzine,Manual,1600,Sedan,"EGP 250,000"
Mercedes-Benz,CLA 200,100000,2020,Benzine,Automatic,,Sedan,"EGP 1,800,000"
Jeep,Cherokee,125000,2009,Benzine,Automatic,,4X4,"EGP 599,000"
Toyota,Corolla,60000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,050,000"
Brilliance,Galena,244,2008,Benzine,Automatic,2000,Sedan,"EGP 280,000"
Nissan,Sunny,222000,2003,Benzine,Automatic,1600,Sedan,"EGP 355,000"
BMW,Other,32000,2008,Benzine,Manual,4000,Sports / Coupe,"EGP 1,000,000"
Chevrolet,Optra,285000,2009,Benzine,Manual,1600,Sedan,"EGP 370,000"
BYD,Song L,9000,2024,Electric,Automatic,1400,SUV,"EGP 1,800,000"
Ford,Fiesta,165000,2012,Benzine,Automatic,1400,Hatchback,"EGP 400,000"
Audi,Q8,50000,2022,Benzine,Automatic,3000,SUV,"EGP 4,500,000"
Jaguar,XF,154000,2012,Benzine,Automatic,3000,Sedan,"EGP 1,550,000"
Hyundai,IX35,182000,2015,Benzine,Automatic,,SUV,"EGP 995,000"
Skoda,Fantasia,300000,2006,Benzine,Automatic,1600,Sedan,"EGP 500,000"
Renault,Megane,125000,2021,Benzine,Automatic,1600,Sedan,"EGP 660,000"
Chery,A11,145000,2012,Benzine,Manual,1300,Hatchback,"EGP 255,000"
Daewoo,Nubira,800000,1998,Benzine,Manual,1600,Sedan,"EGP 160,000"
Seat,Ibiza,290000,2002,Benzine,Manual,1400,Hatchback,"EGP 210,000"
Jeep,Cherokee,162000,2008,Benzine,Automatic,3700,4X4,"EGP 750,000"
Mercedes-Benz,C180,145000,2014,Benzine,Automatic,1600,Sports / Coupe,"EGP 1,550,000"
Kia,Cerato,120000,2019,Benzine,Automatic,1600,Sedan,"EGP 830,000"
BMW,218,57000,2017,Benzine,Automatic,1500,Convertible,"EGP 1,735,000"
BMW,118,80000,2020,Benzine,Automatic,,Hatchback,"EGP 1,350,000"
Daewoo,Nubira,200000,2007,Benzine,Automatic,1600,Sedan,"EGP 225,000"
Nissan,Qashqai,115500,2013,Benzine,Automatic,1600,SUV,"EGP 620,000"
Mercedes-Benz,E200,118000,2016,Benzine,Automatic,2000,Sedan,"EGP 2,550,000"
Skoda,Octavia,265000,1998,Diesel,Manual,1599,Sedan,"EGP 320,000"
Chery,Tiggo 7 Pro,123000,2022,Diesel,Automatic,1500,SUV,"EGP 900,000"
Chery,Envy,254000,2017,Benzine,Manual,1500,Sedan,"EGP 365,000"
BMW,Z4,110000,2011,Benzine,Automatic,2500,Convertible,"EGP 1,950,000"
Renault,Logan,221000,2018,Benzine,Automatic,1600,Sedan,"EGP 440,000"
Chevrolet,Optra,220,2008,Benzine,Manual,1600,Sedan,"EGP 270,000"
Daewoo,Nubira,250000,2005,Benzine,Manual,1600,Sedan,"EGP 250,000"
Hyundai,Getz,182000,2006,Benzine,Automatic,1600,Hatchback,"EGP 345,000"
Suzuki,Maruti,43000,2007,Benzine,Manual,800,Hatchback,"EGP 130,000"
Mercedes-Benz,GLC 200,96000,2024,Benzine,Automatic,,,"EGP 4,350"
Geely,Ck,220000,2009,Benzine,Manual,1500,Sedan,"EGP 220,000"
BYD,F3,23232,2011,Benzine,Automatic,,,"EGP 230,000"
Renault,Duster,205000,2019,Benzine,Automatic,1600,Estate,"EGP 650,000"
Fiat,Shahin,200000,2005,Benzine,Manual,,,"EGP 155,000"
Mercedes-Benz,C200,24000,2022,Benzine,Automatic,1500,Sedan,"EGP 3,500,000"
Mercedes-Benz,C200,25000,2022,Benzine,Automatic,1500,Sedan,"EGP 3,000,000"
Fiat,127,120000,1987,Benzine,Manual,900,Hatchback,"EGP 30,000"
Toyota,Camry,95500,2013,Benzine,Automatic,2400,Sedan,"EGP 1,250,000"
BMW,X1,44000,2020,Benzine,Automatic,1500,SUV,"EGP 1,850,000"
Renault,21,18000,2021,Benzine,Manual,1600,Sedan,"EGP 450,000"
Kia,Sportage,120000,2020,Benzine,Automatic,1600,Hatchback,"EGP 1,350,000"
Chevrolet,Lanos,264000,2009,Benzine,Manual,1500,Sedan,"EGP 260,000"
Other make,Other,200000,1996,Benzine,Manual,,,"EGP 160,000"
Chery,Arrizo 5,120000,2020,Benzine,Automatic,1500,Sedan,"EGP 460,000"
Mercedes-Benz,E180,35000,2019,Benzine,Automatic,,Sedan,"EGP 2,800,000"
Renault,Logan,325000,2015,Benzine,Manual,1600,Sedan,"EGP 310,000"
Mitsubishi,Lancer,185000,2013,Benzine,Automatic,1600,Sedan,"EGP 460,000"
Brilliance,V6,185000,2021,Benzine,Automatic,1500,SUV,"EGP 760,000"
Suzuki,APV,6643,2008,Benzine,Manual,,,"EGP 120,000"
Peugeot,301,118000,2016,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Ssang Yong,Torres,8000,2025,Benzine,Automatic,1500,SUV,"EGP 1,670,000"
Daewoo,Lanos,210000,2000,Benzine,Automatic,,,"EGP 235,000"
Peugeot,505,120000,1983,Benzine,Manual,2000,Estate,"EGP 370,000"
Toyota,Corolla,66000,2021,Benzine,Automatic,,Sedan,"EGP 925,000"
Jetour,Dashing,13000,2025,Benzine,Automatic,1600,Hatchback,"EGP 1,380,000"
Chery,Arrizo 5,150000,2023,Benzine,Automatic,1500,Sedan,"EGP 580,000"
Daewoo,Nubira,150000,2001,Benzine,Automatic,1600,Sedan,"EGP 235,000"
Mercedes-Benz,C180,140000,2013,Benzine,Automatic,,Sedan,"EGP 1,190,000"
Land Rover,Evoque,28000,2022,Benzine,Automatic,2000,4X4,"EGP 3,250,000"
Fiat,127,56000,1982,Benzine,Manual,,Hatchback,"EGP 45,000"
Suzuki,Alto,80000,2008,Benzine,Manual,800,Hatchback,"EGP 200,000"
Renault,Megane,140000,2020,Benzine,Automatic,1600,Sedan,"EGP 695,000"
Opel,Astra,218000,2007,Benzine,Automatic,1800,Hatchback,"EGP 410,000"
Peugeot,3008,3500,2025,Benzine,Automatic,1600,SUV,"EGP 1,850,000"
Suzuki,Celerio,73000,2011,Benzine,Automatic,1000,Hatchback,"EGP 320,000"
Hyundai,Accent,270000,2008,Benzine,Automatic,1600,Sedan,"EGP 390,000"
Chevrolet,Lanos,103000,2010,Diesel,Manual,1600,Sedan,"EGP 330,000"
Mercedes-Benz,SLC-Class,5000,2018,Benzine,Automatic,1600,Convertible,"EGP 3,350,000"
BMW,IX40,5500,2024,Electric,Automatic,,SUV,"EGP 5,150,000"
Peugeot,504,1,1977,Benzine,Automatic,,,"EGP 120,000"
Kia,Sportage,168000,2019,Benzine,Automatic,1600,Sedan,"EGP 1,300,000"
Peugeot,405,300000,1979,Benzine,Manual,2000,Sedan,"EGP 70,000"
Hyundai,XD,182000,2005,Benzine,Automatic,1600,Sedan,"EGP 400,000"
Audi,Q7,40000,2023,Benzine,Automatic,2000,4X4,"EGP 3,850,000"
Fiat,128,100000,1984,Benzine,Manual,1100,Sedan,"EGP 55,000"
Ssang Yong,Torres,40000,2024,Benzine,Automatic,1600,Estate,"EGP 1,600,000"
Renault,Megane,243500,2004,Benzine,Automatic,1600,Sedan,"EGP 280,000"
Volkswagen,Jetta,260000,2010,Benzine,Automatic,1600,Sedan,"EGP 690,000"
Hyundai,Verna,340000,2007,Benzine,Manual,1600,Sedan,"EGP 275,000"
Chevrolet,Aveo,85000,2019,Benzine,Automatic,1500,Sedan,"EGP 490,000"
Chery,Tiggo 7,50000,2023,Benzine,Automatic,,SUV,"EGP 810,000"
Renault,Sandero Stepway,198000,2016,Benzine,Automatic,,Hatchback,"EGP 460,000"
Peugeot,406,350000,2003,Benzine,Automatic,2000,Sedan,"EGP 285,000"
Daewoo,Nubira,235000,1998,Benzine,Manual,1600,Sedan,"EGP 180,000"
Brilliance,V3,430000,2024,Benzine,Automatic,1500,SUV,"EGP 860,000"
BMW,318,121000,2017,Benzine,Automatic,,Sedan,"EGP 1,070,000"
BMW,320,275000,2013,Benzine,Automatic,2000,Sedan,"EGP 1,000,000"
Hyundai,Matrix,160000,2005,Benzine,Manual,1600,Hatchback,"EGP 400,000"
Fiat,Shahin,1,1999,Benzine,Manual,,,"EGP 85,000"
Renault,Logan,125000,2016,Benzine,Automatic,1600,Sedan,"EGP 480,000"
Nissan,Sentra,37000,2023,Benzine,Automatic,1600,Sedan,"EGP 750,000"
Volkswagen,Polo,360000,2001,Benzine,Manual,1400,Hatchback,"EGP 210,000"
BMW,X7,20000,2024,Benzine,Automatic,4400,SUV,"EGP 7,700,000"
Hyundai,Elantra,151000,2017,Benzine,Automatic,1599,Sedan,"EGP 670,000"
Kia,Picanto,47000,2010,Benzine,Automatic,1100,Hatchback,"EGP 425,000"
Fiat,127,1,1985,Benzine,Manual,900,Hatchback,"EGP 60,000"
Toyota,Corolla,170000,2011,Benzine,Manual,1600,Sedan,"EGP 650,000"
Mercedes-Benz,C180,250000,2013,Benzine,Automatic,,Sedan,"EGP 1,200,000"
BYD,F3,131000,2021,Benzine,Manual,,Sedan,"EGP 400,000"
Toyota,Corolla,1700,2023,Benzine,Automatic,1600,Sedan,"EGP 1,200,000"
Ford,Mondeo,278000,2000,Benzine,Manual,1600,Sedan,"EGP 235,000"
Lada,2107,109000,2006,Benzine,Manual,1690,Sedan,"EGP 135,000"
Mahindra,Scorpio,147000,2010,Benzine,Manual,1998,4X4,"EGP 325,000"
Nissan,Sunny,119000,2014,Benzine,Automatic,,Sedan,"EGP 429,000"
Hyundai,Verna,124500,2007,Benzine,Automatic,1600,Sedan,"EGP 330,000"
Chevrolet,Lanos,200000,2010,Benzine,Manual,1500,Sedan,"EGP 200,000"
Toyota,Yaris,290000,2007,Benzine,Manual,1300,Sedan,"EGP 360,000"
Mercedes-Benz,C180,28000,2020,Benzine,Automatic,1500,Sedan,"EGP 2,450,000"
Proton,Saga,70000,2010,Benzine,Manual,,Sedan,"EGP 270,000"
Suzuki,Van,200,2000,Benzine,Manual,1000,Van / Bus,"EGP 150,000"
Nissan,Sunny,263000,2001,Benzine,Manual,1300,Sedan,"EGP 300,000"
Hyundai,Excel,200000,1995,Benzine,Manual,1500,Sedan,"EGP 150,000"
Land Rover,Range Rover Sport,6000,2021,Benzine,Automatic,,4X4,"EGP 6,200,000"
Renault,Fluence,192000,2015,Benzine,Automatic,1600,Sedan,"EGP 600,000"
Nissan,Sunny,29000,1999,Natural Gas,Manual,1300,Sedan,"EGP 230,000"
