Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Opel,Astra,176000,2016,Benzine,Automatic,1600,Sedan,"EGP 630,000"
Suzuki,Swift,1000000,1999,Benzine,Manual,1300,Sedan,"EGP 95,000"
Chevrolet,Optra,350000,2009,Benzine,Automatic,1600,Sedan,"EGP 360,000"
Fiat,Tipo,146000,2021,Benzine,Automatic,1600,Sedan,"EGP 695,000"
Peugeot,405,420,1991,Benzine,Manual,1500,Sedan,"EGP 140,000"
Chevrolet,Spark,132000,2010,Benzine,Manual,,,"EGP 240,000"
MG,HS,55000,2022,Benzine,Automatic,1500,SUV,"EGP 1,100,000"
Opel,Insignia,175000,2016,Benzine,Automatic,1600,Sedan,"EGP 700,000"
Renault,Megane,77000,2022,Benzine,Automatic,1600,Sedan,"EGP 880,000"
Chevrolet,Cruze,193000,2009,Benzine,Automatic,1600,Sedan,"EGP 425,000"
Toyota,Fortuner,4080,2026,Benzine,Automatic,4000,SUV,"EGP 3,500,000"
Hyundai,Elantra,185000,2013,Benzine,Automatic,,Sedan,"EGP 575,000"
Mercedes-Benz,C300,31000,2020,Benzine,Automatic,,Convertible,"EGP 3,350,000"
Mercedes-Benz,200,291000,1979,Benzine,Manual,2000,Sedan,"EGP 180,000"
Fiat,Polonez,117000,1990,Benzine,Manual,1600,Hatchback,"EGP 65,000"
Fiat,Uno,49374,1993,Benzine,Manual,,Small city car,"EGP 130,000"
Geely,Ck2,190,2008,Benzine,Manual,1600,Sedan,"EGP 130,000"
Fiat,128,15600,1998,Benzine,Manual,1300,Other,"EGP 90,000"
Chery,Tiggo 7,20000,2025,Benzine,Automatic,1500,Hatchback,"EGP 980,000"
Chevrolet,Other,24000,2008,Natural Gas,Manual,,Pickup,"EGP 370,000"
Nissan,Juke,15000,2025,Benzine,Automatic,,Hatchback,"EGP 1,060,000"
Daewoo,Lanos,254030,1999,Natural Gas,Manual,1200,Sedan,"EGP 180,000"
Chevrolet,Lanos,191000,2014,Benzine,Manual,1500,Sedan,"EGP 325,000"
Chevrolet,Optra,17500,2020,Benzine,Automatic,1500,Sedan,"EGP 650,000"
Mercedes-Benz,C180,57000,2024,Benzine,Automatic,1600,Sedan,"EGP 2,900,000"
Chevrolet,Lanos,150000,2016,Benzine,Manual,1500,Sedan,"EGP 350,000"
Mercedes-Benz,V 250,35000,2023,Diesel,Automatic,2000,Van / Bus,"EGP 4,600,000"
Jeep,Cherokee,186000,2010,Benzine,Automatic,3700,4X4,"EGP 835,000"
Daewoo,Lanos,300000,1999,Benzine,Manual,1500,Sedan,"EGP 230,000"
Audi,Q8,45000,2020,Benzine,Automatic,3000,SUV,"EGP 4,050,000"
Hyundai,Elantra,65000,2021,Benzine,Automatic,1600,Sedan,"EGP 1,040,000"
Opel,Corsa,300,2004,Benzine,Manual,1600,Sedan,"EGP 270,000"
Skoda,Fabia,160000,2002,Benzine,Manual,1000,Hatchback,"EGP 210,000"
Skoda,Kodiaq,4000,2025,Benzine,Automatic,1400,SUV,"EGP 2,300,000"
Suzuki,Pick up,1,1997,Benzine,Manual,,,"EGP 160,000"
Hyundai,Accent,300200,1999,Benzine,Manual,1500,Other,"EGP 240,000"
BMW,320,5000,2026,Benzine,Automatic,1600,Sedan,"EGP 2,890,000"
Fiat,Florida,150000,2006,Benzine,Manual,1600,Hatchback,"EGP 115,000"
Mercedes-Benz,C200,1800,2023,Benzine,Automatic,2000,Sedan,"EGP 3,350,000"
Skoda,Kodiaq,10000,2025,Benzine,Automatic,1400,SUV,"EGP 2,800,000"
Ford,Focus,225000,2015,Benzine,Automatic,1600,Sedan,"EGP 620,000"
Daewoo,Nubira,230000,2007,Benzine,Manual,1600,Sedan,"EGP 230,000"
Audi,A3,22000,2024,Benzine,Automatic,1400,Sedan,"EGP 2,000,000"
Peugeot,508,110000,2021,Benzine,Automatic,1600,Sedan,"EGP 1,300,000"
Toyota,Corolla,132000,2017,Benzine,Automatic,1600,Sedan,"EGP 800,000"
Toyota,Fortuner,4300,2024,Benzine,Automatic,2700,4X4,"EGP 3,200,000"
Renault,Captur,51700,2019,Benzine,Automatic,1200,SUV,"EGP 750,000"
Brilliance,V5,195000,2013,Benzine,Automatic,1600,Hatchback,"EGP 550,000"
Mercedes-Benz,C180,3000,2023,Benzine,Automatic,1500,Sedan,"EGP 3,300,000"
Kia,Cerato,86000,2016,Benzine,Automatic,1600,Sedan,"EGP 780,000"
Fiat,Punto,200000,2016,Benzine,Automatic,1500,Hatchback,"EGP 460,000"
Seat,Ibiza,203000,1998,Benzine,Manual,1400,Hatchback,"EGP 230,000"
Toyota,Yaris,440000,2007,Benzine,Automatic,1300,Sedan,"EGP 430,000"
,,215000,2015,Benzine,Manual,,,"EGP 300,000"
Chevrolet,Aveo,145000,2012,Benzine,Automatic,1500,Sedan,"EGP 405,000"
Chana,New Star,260000,2013,Benzine,Manual,,,"EGP 160,000"
Citroen,C4,135000,2007,Benzine,Automatic,1600,Hatchback,"EGP 350,000"
Mercedes-Benz,G63,12000,2023,Benzine,Automatic,,4X4,"EGP 16,200,000"
Mitsubishi,Pajero,160000,2016,Benzine,Automatic,3800,4X4,"EGP 2,250,000"
Lada,2105,1,1994,Benzine,Manual,,,"EGP 85,000"
Chevrolet,Pickup/Dababa,20000,2007,Diesel,Manual,2200,Van / Bus,"EGP 370,000"
Chevrolet,Lanos,200000,2009,Benzine,Manual,1500,Sedan,"EGP 300,000"
Seat,Ibiza,95000,2021,Benzine,Automatic,,Hatchback,"EGP 780,000"
BMW,528,155000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,750,000"
Kia,Sportage,90000,2022,Benzine,Automatic,,,"EGP 1,530"
Fiat,Shahin,425000,2008,Natural Gas,Manual,1600,Sedan,"EGP 95,000"
Daewoo,Nubira,240000,2006,Benzine,Manual,1600,Sedan,"EGP 245,000"
Speranza,A113,86000,2008,Benzine,Manual,,Hatchback,"EGP 229,000"
Hyundai,Verna,188000,2015,Benzine,Manual,1600,Sedan,"EGP 370,000"
Fiat,132,100000,1977,Benzine,Manual,1600,Sedan,"EGP 65,000"
Audi,Q3,-,2025,Benzine,Automatic,,SUV,"EGP 2,260,000"
Hyundai,Accent,1,1999,Benzine,Manual,1500,Sedan,"EGP 225,000"
Geely,Emgrand 7,200000,2013,Natural Gas,Manual,,Sedan,"EGP 300,000"
Chevrolet,Aveo,28655,2010,Benzine,Automatic,1500,Sedan,"EGP 340,000"
Hyundai,Matrix,290000,2007,Benzine,Manual,1600,Hatchback,"EGP 400,000"
Opel,Astra,242000,2005,Benzine,Automatic,,,"EGP 270,000"
Jeep,Other,212000,2007,Diesel,Automatic,2900,4X4,"EGP 950,000"
Peugeot,2008,280000,2015,Benzine,Automatic,1600,SUV,"EGP 485,000"
Mercedes-Benz,A200,47000,2021,Benzine,Automatic,2000,Sedan,"EGP 3,430,000"
Kia,Sorento Hybrid,22000,2024,Hybrid,Automatic,1600,SUV,"EGP 2,700,000"
Hyundai,I30,95000,1998,Benzine,Manual,,,"EGP 95,000"
Cupra,Formentor,14000,2024,Benzine,Automatic,2000,SUV,"EGP 2,040,000"
Kia,Sportage,100000,2020,Benzine,Automatic,1600,Hatchback,"EGP 1,260,000"
Hyundai,Verna,350000,2011,Benzine,Manual,1600,Sedan,"EGP 350,000"
Fiat,128,300000,1975,Benzine,Manual,,,"EGP 45,000"
Jeep,Wrangler,170000,2013,Benzine,Automatic,3600,4X4,"EGP 1,225,000"
Kia,Sportage,138000,2018,Benzine,Automatic,1600,SUV,"EGP 1,300,000"
Chery,Tiggo 3,130000,2023,Benzine,Automatic,1600,Hatchback,"EGP 675,000"
Chevrolet,Lanos,25649,2017,Benzine,Manual,1500,Sedan,"EGP 365,000"
Chevrolet,Equinox,270000,2018,Benzine,Automatic,1500,SUV,"EGP 800,000"
Kia,Soul,175000,2010,Benzine,Automatic,1600,Hatchback,"EGP 625,000"
Mercedes-Benz,G-Class,120000,2018,Benzine,Automatic,4000,4X4,"EGP 7,100,000"
Chevrolet,Cruze,121000,2017,Benzine,Automatic,1600,Sedan,"EGP 570,000"
Peugeot,207,184000,2008,Benzine,Automatic,1600,Hatchback,"EGP 400,000"
Mercedes-Benz,GLA 200,48000,2022,Benzine,Automatic,1300,Hatchback,"EGP 2,500,000"
Mitsubishi,Lancer,285000,2012,Benzine,Automatic,1300,Sedan,"EGP 500,000"
Chevrolet,Aveo,160000,2018,Benzine,Automatic,1500,Sedan,"EGP 490,000"
Chevrolet,Lanos,84000,2014,Benzine,Manual,,Sedan,"EGP 310,000"
MG,ZS,294000,2021,Benzine,Automatic,1500,SUV,"EGP 670,000"
Peugeot,504,53000,1979,Benzine,Manual,1900,Sedan,"EGP 150,000"
Volkswagen,Passat,200000,2015,Benzine,Automatic,,Sedan,"EGP 740,000"
Skoda,Fantasia,135000,2013,Benzine,Automatic,1400,Sedan,"EGP 800,000"
Jeep,Wrangler,175000,2012,Benzine,Automatic,3600,4X4,"EGP 1,050,000"
Renault,Duster,150000,2021,Benzine,Automatic,1600,SUV,"EGP 750,000"
Opel,Vectra,118000,2008,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Hyundai,Tucson,20000,2024,Hybrid,Automatic,1600,SUV,"EGP 2,100,000"
Daewoo,Juliet,211000,1999,Benzine,Manual,1500,Hatchback,"EGP 250,000"
Renault,Megane,330000,2004,Benzine,Automatic,1600,Hatchback,"EGP 350,000"
Mercedes-Benz,CLA 180,82000,2020,Benzine,Automatic,1300,Sedan,"EGP 1,800,000"
Hyundai,Verna,240000,2007,Benzine,Manual,1500,Sedan,"EGP 295,000"
Mercedes-Benz,GLS,5000,2025,Benzine,Automatic,4000,SUV,"EGP 9,300,000"
Land Rover,Range Rover Sport,77000,2021,Benzine,Automatic,,SUV,"EGP 4,900,000"
Renault,Logan,130000,2020,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Mitsubishi,Pajero,36000,2021,Benzine,Automatic,3500,SUV,"EGP 2,800,000"
Skoda,Octavia,150000,2010,Benzine,Automatic,1600,Sedan,"EGP 650,000"
BMW,525,200000,2009,Benzine,Automatic,2500,Sedan,"EGP 850,000"
BMW,X5,155000,2020,Benzine,Automatic,300,4X4,"EGP 3,000,000"
Chevrolet,Aveo,170000,2018,Benzine,Automatic,1500,Sedan,"EGP 420,000"
BMW,320,285000,2006,Benzine,Automatic,2000,Sedan,"EGP 590,000"
Alfa Romeo,Giulia,76000,2021,Benzine,Automatic,2000,Sedan,"EGP 1,750,000"
Fiat,127,90000,1984,Benzine,Manual,900,Hatchback,"EGP 65,000"
Opel,Crossland,50000,2023,Benzine,Automatic,1500,Hatchback,"EGP 880,000"
Peugeot,405,100000,2003,Benzine,Manual,1600,Sedan,"EGP 175,000"
Chery,Envy,190000,2017,Benzine,Manual,1500,Sedan,"EGP 290,000"
Honda,Civic,400000,1982,Benzine,Manual,1500,Hatchback,"EGP 65,000"
Renault,Duster,110000,2018,Benzine,Automatic,1600,Hatchback,"EGP 670,000"
Peugeot,508,110000,2016,Benzine,Automatic,1600,Sedan,"EGP 750,000"
Speranza,A516,223000,2008,Benzine,Manual,1600,Other,"EGP 210,000"
Toyota,Land Cruiser,203000,2018,Benzine,Automatic,4700,4X4,"EGP 6,000,000"
Seat,Ibiza,222850,1990,Benzine,Manual,,,"EGP 65,000"
Peugeot,508,10000,2022,Benzine,Automatic,1600,Sedan,"EGP 2,200,000"
BMW,520,320000,1990,Benzine,Manual,2000,Sedan,"EGP 230,000"
Kia,Sephia,400000,2000,Benzine,Automatic,1400,Sedan,"EGP 215,000"
Mercedes-Benz,E200,15000,2024,Benzine,Automatic,2000,Sedan,"EGP 4,550,000"
Chery,Tiggo 7,13000,2023,Benzine,Automatic,1600,SUV,"EGP 900,000"
Kia,Seltos,6000,2021,Benzine,Automatic,,SUV,"EGP 1,565,000"
Fiat,131,2000,1981,Benzine,Manual,1500,Sedan,"EGP 75,000"
GAC,EMPOW,32000,2024,Benzine,Automatic,1500,Sedan,"EGP 1,180,000"
BMW,525,420000,1999,Benzine,Automatic,2500,Sedan,"EGP 400,000"
Mazda,3,353000,2007,Benzine,Automatic,1500,Sedan,"EGP 380,000"
Mercedes-Benz,C180,176000,2014,Benzine,Automatic,,Sedan,"EGP 1,250,000"
Nissan,Qashqai,330000,2018,Benzine,Automatic,,SUV,"EGP 750,000"
Hyundai,Verna,230,2006,Benzine,Manual,1500,Sedan,"EGP 260,000"
BMW,520,65000,2021,Benzine,Automatic,,Sedan,"EGP 2,650,000"
Daewoo,Lanos,100000,2001,Benzine,Manual,1600,Sedan,"EGP 215,000"
Senova,A1,250000,2016,Benzine,Automatic,1500,Sedan,"EGP 380,000"
Volkswagen,Polo,160000,2004,Benzine,Automatic,1400,Hatchback,"EGP 300,000"
Opel,Vectra,1,2000,Benzine,Manual,,,"EGP 270,000"
Chery,Tiggo 8 Pro,24000,2024,Benzine,Automatic,1600,SUV,"EGP 1,330,000"
Toyota,Rush,500,2023,Benzine,Automatic,1500,SUV,"EGP 1,300,000"
Nissan,Qashqai,110000,2020,Benzine,Automatic,1200,SUV,"EGP 880,000"
Volkswagen,Tiguan,29000,2024,Benzine,Automatic,1400,SUV,"EGP 2,100,000"
Mercedes-Benz,G63,12000,2023,Benzine,Automatic,4000,4X4,"EGP 14,700,000"
BMW,320,200000,2014,Benzine,Automatic,2000,Sedan,"EGP 1,000,000"
Mazda,3,222000,2017,Benzine,Automatic,1600,Sedan,"EGP 690,000"
Chevrolet,Lanos,131000,2013,Benzine,Manual,1600,Sedan,"EGP 300,000"
Mercedes-Benz,C Class,5000,2024,Benzine,Automatic,1500,Sedan,"EGP 3,600,000"
Lada,2107,1000000,2009,Natural Gas,Manual,1500,Sedan,"EGP 145,000"
BMW,316,192000,2014,Benzine,Automatic,1600,Sedan,"EGP 995,000"
Opel,Corsa,240000,1998,Benzine,Manual,1400,Hatchback,"EGP 130,000"
Fiat,132,250000,1976,Benzine,Manual,1600,Sedan,"EGP 50,000"
Hyundai,Elantra,18000,2025,Benzine,Automatic,1600,Sedan,"EGP 1,070,000"
Audi,Q7,130000,2019,Benzine,Automatic,2000,SUV,"EGP 2,300,000"
Opel,Crossland,50000,2022,Benzine,Automatic,1300,Hatchback,"EGP 780,000"
BMW,318,250000,1992,Benzine,Manual,1800,Sedan,"EGP 310,000"
MG,MG 5,70,2022,Benzine,Automatic,1500,Sedan,"EGP 680,000"
Honda,Civic,150000,1992,Benzine,Manual,1600,Sedan,"EGP 240,000"
Mercedes-Benz,E300,310000,2010,Benzine,Automatic,3000,Sedan,"EGP 450,000"
Daewoo,Nubira,310000,2002,Benzine,Automatic,,Sedan,"EGP 285,000"
Lada,Granta,60000,2022,Benzine,Automatic,,Sedan,"EGP 460,000"
Toyota,Corolla,100000,1992,Benzine,Manual,,,"EGP 200,000"
Toyota,Avanza,300,2008,Benzine,Automatic,1500,Estate,"EGP 300,000"
Volkswagen,Polo,90000,2009,Benzine,Manual,1400,Sedan,"EGP 270,000"
Skoda,Superb,25000,2024,Benzine,Automatic,,Sedan,"EGP 2,200,000"
Mercedes-Benz,G-Class,100000,2005,Benzine,Automatic,5500,4X4,"EGP 3,250,000"
Hyundai,Matrix,265000,2008,Benzine,Automatic,1600,Hatchback,"EGP 420,000"
BYD,F3,190000,2020,Benzine,Manual,1500,Sedan,"EGP 420,000"
Mercedes-Benz,E200,28000,2022,Benzine,Automatic,2000,Sedan,"EGP 3,800,000"
Speranza,A516,148000,2010,Benzine,Manual,1600,Sedan,"EGP 245,000"
Fiat,Uno,100777,1994,Benzine,Manual,,Hatchback,"EGP 100,000"
BMW,M4,30000,2023,Benzine,Automatic,,Convertible,"EGP 7,900,000"
Honda,Civic,104000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,200,000"
MG,ZS,85000,2021,Benzine,Automatic,1400,SUV,"EGP 750,000"
Mitsubishi,Colt,1,1985,Benzine,Automatic,,,"EGP 120,000"
Ford,Focus,101000,2018,Benzine,Automatic,,Sedan,"EGP 675,000"
Skoda,Kodiaq,115000,2021,Benzine,Automatic,1400,SUV,"EGP 2,050,000"
Mercedes-Benz,C180,350000,2012,Benzine,Automatic,1600,Sedan,"EGP 1,050,000"
Ssang Yong,Torres,30000,2023,Benzine,Automatic,,SUV,"EGP 1,595,000"
Daewoo,Lanos,137000,2007,Benzine,Manual,1500,Sedan,"EGP 240,000"
Land Rover,Velar,115000,2019,Benzine,Automatic,,SUV,"EGP 2,800,000"
Chevrolet,Cruze,115000,2010,Benzine,Automatic,1600,Sedan,"EGP 415,000"
Audi,A6,130000,2016,Benzine,Automatic,,Sedan,"EGP 1,600,000"
Hyundai,I10,172000,2010,Benzine,Manual,1100,Small city car,"EGP 250,000"
Seat,Tarraco,48000,2023,Benzine,Automatic,1400,SUV,"EGP 1,740,000"
Mercedes-Benz,C180,145000,2010,Benzine,Automatic,1600,Sedan,"EGP 1,100,000"
Renault,Logan,210000,2015,Benzine,Manual,,,"EGP 280,000"
Kia,Cerato,210000,2013,Benzine,Automatic,1600,Sedan,"EGP 560,000"
Renault,Logan,92000,2019,Benzine,Automatic,1600,Sedan,"EGP 470,000"
Mercedes-Benz,GLK 250,200000,2015,Benzine,Automatic,2000,SUV,"EGP 1,600,000"
Skoda,Felecia,100000,1995,Benzine,Manual,1300,Hatchback,"EGP 120,000"
Mercedes-Benz,CLA 180,90000,2018,Benzine,Automatic,1600,Sedan,"EGP 1,600,000"
Opel,Astra,206000,2005,Benzine,Automatic,,,"EGP 250,000"
Changan,UNI-T,12000,2024,Benzine,Automatic,,Sedan,"EGP 1,250,000"
Dodge,Dart,220000,2013,Benzine,Automatic,1400,Sedan,"EGP 650,000"
Toyota,Corolla,42000,2024,Benzine,Automatic,,Sedan,"EGP 1,130,000"
Hyundai,Matrix,36000,2008,Benzine,Manual,1600,Hatchback,"EGP 390,000"
Kia,Picanto,13000,2023,Benzine,Automatic,1200,Hatchback,"EGP 810,000"
Seat,Ibiza,197500,2015,Benzine,Automatic,1600,Hatchback,"EGP 530,000"
Daewoo,Leganza,380000,1999,Benzine,Automatic,1800,Sedan,"EGP 180,000"
Renault,Logan,220000,2018,Benzine,Automatic,1500,Sedan,"EGP 488,000"
Mitsubishi,Lancer,490000,1999,Benzine,Manual,1600,Hatchback,"EGP 220,000"
Daewoo,Nubira,250000,1999,Benzine,Manual,,Sedan,"EGP 250,000"
Hyundai,Matrix,122000,2002,Benzine,Automatic,1500,Hatchback,"EGP 470,000"
Mercedes-Benz,C200,40000,2022,Benzine,Automatic,1600,Sedan,"EGP 3,350,000"
Toyota,Yaris,148000,2014,Benzine,Automatic,1500,Sedan,"EGP 585,000"
Skoda,Octavia,160000,2000,Benzine,Manual,,,"EGP 280,000"
Citroen,C Elysee,200000,2019,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Chevrolet,Spark,100000,2007,Benzine,Manual,1100,Hatchback,"EGP 200,000"
BMW,118,6000,2025,Benzine,Automatic,1500,Hatchback,"EGP 2,250,000"
Land Rover,Discovery,100000,2019,Benzine,Automatic,3000,Estate,"EGP 3,000,000"
Hyundai,Elantra,153000,2019,Benzine,Automatic,1600,Sedan,"EGP 840,000"
Renault,Logan,88000,2016,Benzine,Automatic,,Sedan,"EGP 465,000"
Kia,Ceed,90000,2019,Benzine,Automatic,1600,Hatchback,"EGP 650,000"
Mercedes-Benz,C180,60000,2022,Benzine,Automatic,1600,Hatchback,"EGP 2,550,000"
Peugeot,3008,50000,2021,Benzine,Automatic,1600,SUV,"EGP 1,350,000"
Mazda,323,100000,1982,Benzine,Manual,1500,Sedan,"EGP 70,000"
Jeep,Grand Cherokee,108000,2018,Benzine,Automatic,5800,4X4,"EGP 2,100,000"
Mercedes-Benz,C180,290000,2014,Benzine,Automatic,,Sedan,"EGP 1,325,000"
Chevrolet,Cruze,220000,2010,Benzine,Automatic,1600,Sedan,"EGP 450,000"
BMW,740,17000,2025,Benzine,Automatic,3000,Sedan,"EGP 9,250,000"
Saipa,Pride,80000,2014,Benzine,Manual,1300,Hatchback,"EGP 210,000"
Kia,Ceed,128000,2019,Benzine,Automatic,,Hatchback,"EGP 790,000"
Brilliance,Galena,130000,2007,Benzine,Automatic,1800,Sedan,"EGP 250,000"
Infiniti,EX,200000,1999,Benzine,Manual,3000,Sedan,"EGP 35,000"
Speranza,A113,158000,2008,Benzine,Manual,1300,Hatchback,"EGP 165,000"
Volkswagen,Passat,43500,2022,Benzine,Automatic,1400,Sedan,"EGP 2,000,000"
Fiat,Tipo,12000,2024,Benzine,Manual,1400,Sedan,"EGP 730,000"
Renault,Kadjar,204000,2019,Benzine,Automatic,1600,SUV,"EGP 780,000"
Skoda,Octavia,38000,2024,Benzine,Automatic,1400,Sedan,"EGP 1,450,000"
Lada,2107,118000,2010,Benzine,Manual,,,"EGP 135,000"
Fiat,Siena,110000,2002,Benzine,Manual,,Sedan,"EGP 180,000"
Audi,Q3,13300,2024,Benzine,Automatic,2500,Sports / Coupe,"EGP 5,500,000"
Chevrolet,Optra,242000,2008,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Lada,Other,1,2008,Benzine,Manual,,Sedan,"EGP 110,000"
Volvo,240,1000000,1979,Benzine,Automatic,2000,Sedan,"EGP 110,000"
BMW,320,150000,2017,Benzine,Automatic,2000,Sedan,"EGP 1,310,000"
BMW,X1,74000,2014,Benzine,Automatic,2000,SUV,"EGP 1,255,000"
Peugeot,405,188000,1995,Benzine,Manual,,,"EGP 155,000"
Renault,Megane,116000,2016,Benzine,Automatic,,Hatchback,"EGP 530,000"
Kia,Rio,284000,2005,Benzine,Automatic,,,"EGP 270,000"
Mitsubishi,Lancer,190000,2005,Benzine,Automatic,,Sedan,"EGP 485,000"
Suzuki,Van,60000,2013,Benzine,Manual,1000,Van / Bus,"EGP 255,000"
Hyundai,Elantra,300,2025,Benzine,Automatic,,Sedan,"EGP 1,080,000"
Mercedes-Benz,C200,18000,2023,Benzine,Automatic,,Sedan,"EGP 2,675,000"
Jeep,Renegade,126000,2017,Benzine,Automatic,1400,SUV,"EGP 850,000"
Hyundai,Verna,280000,2012,Benzine,Manual,1600,Sedan,"EGP 285,000"
Hyundai,Verna,250000,2010,Natural Gas,Manual,1600,Sedan,"EGP 310,000"
Mazda,3,350,2007,Benzine,Automatic,,Sedan,"EGP 370,000"
Volkswagen,Tiguan,11000,2024,Benzine,Automatic,1500,SUV,"EGP 2,150,000"
Mazda,3,130000,2019,Benzine,Automatic,,Sedan,"EGP 785,000"
Chevrolet,Captiva,6000,2023,Benzine,Automatic,,SUV,"EGP 1,160,000"
Mercedes-Benz,C180,20000,2025,Benzine,Automatic,1500,Sedan,"EGP 3,350,000"
Renault,Logan,44000,2016,Benzine,Automatic,1600,Sedan,"EGP 500,000"
Renault,Megane,200000,2001,Benzine,Manual,1600,Sedan,"EGP 199,000"
Suzuki,Van,3300,2015,Benzine,Manual,,,"EGP 280,000"
Nissan,Tiida,175000,2007,Benzine,Manual,,Sedan,"EGP 310,000"
Geely,Pandido,76000,2012,Benzine,Manual,1300,Hatchback,"EGP 170,000"
Hyundai,Accent,200000,1998,Electric,Manual,1500,Sedan,"EGP 180,000"
Mercedes-Benz,C180,113000,2015,Benzine,Automatic,1600,Sedan,"EGP 1,650,000"
Renault,Megane,149000,2021,Benzine,Automatic,1200,Sedan,"EGP 850,000"
Chevrolet,Malibu,111000,2021,Benzine,Automatic,1500,Sedan,"EGP 1,050,000"
Daewoo,Lanos,280000,1997,Benzine,Manual,1600,Sedan,"EGP 230,000"
Kia,Xceed,18000,2025,Benzine,Automatic,1500,SUV,"EGP 1,450,000"
Renault,Megane,139000,2006,Benzine,Automatic,,,"EGP 270,000"
BMW,525,460000,1999,Benzine,Automatic,2500,Sedan,"EGP 480,000"
Daewoo,Nubira,310000,2000,Benzine,Automatic,5000,Hatchback,"EGP 235,000"
Mercedes-Benz,C180,8000,2025,Benzine,Automatic,1500,Sedan,"EGP 3,250,000"
Lifan,620,8000,2011,Benzine,Manual,,Sedan,"EGP 150,000"
Jeep,Wrangler,195000,2017,Benzine,Automatic,3600,4X4,"EGP 1,375,000"
BMW,X1,19000,2019,Benzine,Automatic,2000,SUV,"EGP 1,750,000"
Chery,Envy,74800,2017,Benzine,Manual,,Sedan,"EGP 350,000"
Mercedes-Benz,C180,30000,2023,Benzine,Automatic,1500,Sedan,"EGP 2,600,000"
Mercedes-Benz,C180,142000,2015,Benzine,Automatic,1600,Sedan,"EGP 1,850,000"
Jeep,Grand Cherokee,65000,2022,Benzine,Automatic,5700,SUV,"EGP 3,500,000"
Kia,Sportage,100000,2021,Benzine,Automatic,1600,SUV,"EGP 1,690,000"
Peugeot,504,1,1977,Hybrid,Manual,,,"EGP 115,000"
Hyundai,Verna,180000,2016,Benzine,Manual,1600,Sedan,"EGP 350,000"
Mercedes-Benz,E230,140000,1980,Benzine,Manual,,Sedan,"EGP 100,000"
Volkswagen,Polo,215000,2001,Benzine,Manual,,,"EGP 245,000"
Daewoo,Lanos,200000,1997,Benzine,Manual,1500,Sedan,"EGP 190,000"
Renault,Logan,132000,2010,Benzine,Manual,1600,Sedan,"EGP 270,000"
Fiat,Other,199000,2000,Benzine,Manual,,Hatchback,"EGP 80,000"
Skoda,Octavia,195000,2016,Benzine,Automatic,1600,Sedan,"EGP 890,000"
Peugeot,Other,1,2005,Benzine,Manual,,Other,"EGP 380,000"
Fiat,Florida,150000,2005,Benzine,Manual,1400,Hatchback,"EGP 95,000"
Kia,Cerato,94000,2016,Benzine,Automatic,1600,Sedan,"EGP 740,000"
Skoda,Felecia,300000,1997,Benzine,Manual,1300,Hatchback,"EGP 115,000"
Daewoo,Lanos,250000,2004,Benzine,Automatic,1500,Sedan,"EGP 345,000"
Alfa Romeo,147,130000,1997,Benzine,Manual,1600,Sedan,"EGP 120,000"
Chevrolet,Optra,240000,2007,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Chery,Envy,107000,2017,Benzine,Manual,1500,Sedan,"EGP 320,000"
Daewoo,,287000,2000,Benzine,Automatic,,,"EGP 235,000"
Suzuki,Swift,200000,1994,Benzine,Manual,1300,Sedan,"EGP 145,000"
Subaru,XV,70000,2021,Benzine,Automatic,,4X4,"EGP 900,000"
BMW,528,131000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,580,000"
Hyundai,Verna,270000,2008,Natural Gas,Manual,1600,Sedan,"EGP 250,000"
Opel,Astra,150000,2019,Benzine,Automatic,1400,Sedan,"EGP 680,000"
Opel,Grandland,250000,2018,Benzine,Automatic,1600,SUV,"EGP 850,000"
Nissan,Qashqai,114565,2021,Benzine,Automatic,,SUV,"EGP 950,000"
Volkswagen,,35000,1990,Benzine,Manual,,,"EGP 155,000"
Hyundai,Creta,19000,2023,Benzine,Automatic,1500,SUV,"EGP 1,200,000"
Chevrolet,Lanos,242000,2010,Benzine,Manual,1500,Sedan,"EGP 295,000"
BMW,340,120000,2018,Benzine,Automatic,,Sports / Coupe,"EGP 2,400,000"
Volkswagen,Passat,105000,2018,Benzine,Automatic,,Sedan,"EGP 1,200,000"
Renault,Logan,111000,2010,Benzine,Manual,1600,Sedan,"EGP 330,000"
Suzuki,Swift,15000,1993,Benzine,Manual,1300,Sedan,"EGP 110,000"
Renault,Logan,79000,2018,Benzine,Automatic,1600,Sedan,"EGP 485,000"
BMW,X4,5000,2025,Benzine,Automatic,2000,SUV,"EGP 4,150,000"
BMW,X5,39000,2018,Benzine,Automatic,4400,SUV,"EGP 3,950,000"
Fiat,Tipo,120000,2020,Benzine,Manual,1600,Sedan,"EGP 530,000"
Kia,Rio,113000,2015,Benzine,Automatic,1400,Hatchback,"EGP 650,000"
